,Type,LongestShell,Diameter,Height,WholeWeight,ShuckedWeight,VisceraWeight,ShellWeight,Rings
2480,2,0.57,0.44,0.155,1.116,0.4775,0.2315,0.27,13
2481,2,0.65,0.545,0.16,1.2425,0.487,0.296,0.48,15
2482,2,0.63,0.48,0.185,1.21,0.53,0.2555,0.322,11
2483,1,0.375,0.3,0.075,0.144,0.059,0.03,0.044,7
2484,1,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,10
2485,2,0.57,0.48,0.175,1.185,0.474,0.261,0.38,11
2486,0,0.56,0.44,0.14,0.9285,0.3825,0.188,0.3,11
2487,1,0.285,0.21,0.07,0.109,0.044,0.0265,0.033,5
2488,2,0.56,0.43,0.145,0.8995,0.4639999999999999,0.1775,0.2339999999999999,9
2489,0,0.575,0.47,0.165,0.8690000000000001,0.435,0.1969999999999999,0.238,9
2490,2,0.6,0.47,0.175,1.105,0.4865,0.247,0.315,15
2491,1,0.435,0.325,0.11,0.367,0.1595,0.08,0.105,6
2492,1,0.46,0.365,0.11,0.4495,0.1755,0.102,0.15,8
2493,2,0.67,0.525,0.195,1.4405,0.6595,0.2675,0.425,9
2494,2,0.545,0.39,0.135,0.7835,0.4225,0.1815,0.156,7
2495,0,0.655,0.5,0.18,1.4155,0.508,0.314,0.445,18
2496,1,0.52,0.425,0.17,0.6805,0.28,0.174,0.195,10
2497,2,0.55,0.45,0.17,0.81,0.317,0.157,0.22,11
2498,2,0.195,0.145,0.05,0.032,0.01,0.008,0.012,4
2499,0,0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575,10
2500,1,0.45,0.33,0.105,0.3715,0.1865,0.0785,0.0975,7
2501,1,0.305,0.225,0.09,0.1465,0.063,0.034,0.0415,6
2502,0,0.66,0.495,0.21,1.548,0.7240000000000001,0.3525,0.3925,10
2503,1,0.375,0.305,0.115,0.2715,0.092,0.074,0.09,8
2504,0,0.67,0.585,0.16,1.3090000000000002,0.5445,0.2945,0.413,10
2505,0,0.64,0.505,0.175,1.3185,0.6185,0.302,0.3315,9
2506,0,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183,8
2507,2,0.515,0.435,0.145,0.8815,0.292,0.206,0.255,10
2508,0,0.595,0.45,0.165,1.081,0.49,0.2525,0.2789999999999999,12
2509,2,0.59,0.475,0.14,0.977,0.4625,0.2025,0.275,10
2510,2,0.34,0.265,0.085,0.1835,0.077,0.046,0.065,10
2511,1,0.25,0.185,0.065,0.071,0.027,0.0185,0.0225,5
2512,2,0.555,0.45,0.145,0.915,0.4,0.246,0.285,11
2513,0,0.65,0.545,0.23,1.7519999999999998,0.5605,0.2895,0.815,16
2514,1,0.555,0.43,0.15,0.7829999999999999,0.345,0.1755,0.247,9
2515,0,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,18
2516,0,0.425,0.325,0.135,0.382,0.1465,0.079,0.14,12
2517,0,0.67,0.53,0.205,1.4015,0.643,0.2465,0.416,12
2518,1,0.59,0.45,0.145,1.022,0.428,0.268,0.265,10
2519,2,0.65,0.51,0.155,1.4069999999999998,0.7215,0.298,0.335,9
2520,1,0.565,0.435,0.155,0.782,0.2715,0.168,0.285,14
2521,1,0.45,0.365,0.125,0.462,0.2135,0.0985,0.1315,8
2522,2,0.625,0.495,0.155,1.025,0.46,0.1945,0.34,9
2523,2,0.645,0.495,0.19,1.539,0.6115,0.408,0.445,12
2524,0,0.565,0.45,0.185,0.9285,0.302,0.1805,0.265,12
2525,2,0.625,0.5,0.14,1.096,0.5445,0.2165,0.295,10
2526,2,0.72,0.55,0.205,2.125,1.1455,0.4425,0.511,13
2527,2,0.6,0.495,0.195,1.0575,0.384,0.19,0.375,26
2528,2,0.51,0.39,0.135,0.769,0.3935,0.1455,0.19,8
2529,2,0.72,0.56,0.18,1.5865,0.691,0.375,0.4425,11
2530,1,0.54,0.415,0.155,0.7020000000000001,0.322,0.1669999999999999,0.19,10
2531,2,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,18
2532,0,0.57,0.45,0.16,0.9715,0.3965,0.255,0.26,12
2533,2,0.665,0.525,0.18,1.429,0.6715,0.29,0.4,12
2534,2,0.585,0.465,0.19,1.171,0.3905,0.2355,0.4,17
2535,2,0.59,0.445,0.14,0.931,0.356,0.2339999999999999,0.28,12
2536,2,0.495,0.375,0.115,0.6245,0.282,0.143,0.155,6
2537,1,0.61,0.465,0.125,0.9225,0.436,0.19,0.26,9
2538,2,0.63,0.515,0.155,1.259,0.4105,0.1969999999999999,0.41,13
2539,1,0.4,0.32,0.095,0.348,0.1939999999999999,0.053,0.087,6
2540,1,0.41,0.3,0.1,0.282,0.1255,0.057,0.0875,7
2541,2,0.59,0.46,0.14,1.004,0.496,0.2165,0.26,9
2542,0,0.595,0.465,0.145,1.107,0.402,0.2415,0.31,12
2543,1,0.285,0.205,0.07,0.106,0.039,0.0285,0.034,5
2544,2,0.46,0.375,0.13,0.5735,0.2505,0.119,0.195,9
2545,2,0.67,0.515,0.165,1.1735,0.526,0.285,0.316,11
2546,1,0.495,0.39,0.125,0.6655,0.284,0.162,0.2,11
2547,1,0.475,0.365,0.125,0.5465,0.2289999999999999,0.1185,0.172,9
2548,1,0.325,0.25,0.08,0.176,0.0595,0.0355,0.063,7
2549,1,0.27,0.195,0.07,0.102,0.045,0.0135,0.034,8
2550,1,0.4,0.29,0.1,0.2675,0.1205,0.0605,0.0765,5
2551,1,0.4,0.29,0.11,0.3289999999999999,0.188,0.0455,0.0825,6
2552,1,0.39,0.29,0.1,0.2225,0.095,0.0465,0.073,7
2553,1,0.335,0.25,0.08,0.183,0.0735,0.04,0.0575,6
2554,1,0.385,0.28,0.085,0.2175,0.0969999999999999,0.038,0.067,8
2555,1,0.505,0.385,0.125,0.596,0.245,0.0969999999999999,0.21,9
2556,2,0.5,0.39,0.135,0.6595,0.3145,0.1535,0.1565,6
2557,2,0.37,0.28,0.1,0.252,0.1065,0.0595,0.074,8
2558,0,0.485,0.365,0.15,0.9145,0.4145,0.1989999999999999,0.273,7
2559,1,0.355,0.26,0.09,0.1925,0.077,0.038,0.065,8
2560,0,0.56,0.42,0.18,1.6645,0.7755,0.35,0.4525,9
2561,1,0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,5
2562,2,0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,9
2563,2,0.645,0.51,0.165,1.403,0.5755,0.2515,0.4545,11
2564,2,0.64,0.525,0.2,1.3765,0.44,0.3075,0.47,16
2565,0,0.48,0.38,0.135,0.507,0.1915,0.1365,0.155,12
2566,1,0.425,0.34,0.1,0.382,0.1639999999999999,0.096,0.1,6
2567,0,0.505,0.4,0.125,0.583,0.246,0.13,0.175,7
2568,0,0.46,0.35,0.115,0.44,0.19,0.1025,0.13,8
2569,0,0.49,0.385,0.16,0.6559999999999999,0.2455,0.171,0.205,9
2570,2,0.69,0.55,0.18,1.6915,0.6655,0.402,0.5,11
2571,0,0.55,0.415,0.135,0.7635,0.318,0.21,0.2,9
2572,2,0.63,0.525,0.195,1.3135,0.4935,0.2565,0.465,10
2573,2,0.535,0.405,0.185,0.8345,0.3175,0.1725,0.29,16
2574,1,0.625,0.46,0.16,1.2395,0.55,0.273,0.38,14
2575,0,0.335,0.22,0.07,0.17,0.076,0.0365,0.05,6
2576,0,0.525,0.4,0.115,0.6295,0.2555,0.144,0.18,11
2577,0,0.475,0.38,0.14,0.6890000000000001,0.3165,0.1315,0.1955,7
2578,0,0.58,0.465,0.165,1.1015,0.4039999999999999,0.2095,0.35,11
2579,0,0.57,0.455,0.165,1.0595,0.44,0.2195,0.285,14
2580,2,0.655,0.505,0.165,1.27,0.6035,0.262,0.335,10
2581,1,0.415,0.32,0.11,0.3735,0.175,0.0755,0.109,7
2582,1,0.215,0.165,0.055,0.059,0.0265,0.0125,0.0185,5
2583,0,0.455,0.37,0.105,0.4925,0.216,0.1245,0.135,9
2584,2,0.505,0.4,0.155,0.8415,0.2715,0.1775,0.285,12
2585,1,0.435,0.345,0.12,0.4475,0.221,0.1119999999999999,0.125,7
2586,2,0.5,0.4,0.13,0.6645,0.258,0.133,0.24,12
2587,1,0.625,0.485,0.16,1.15,0.5255,0.257,0.3315,11
2588,2,0.625,0.48,0.175,1.065,0.4865,0.259,0.285,10
2589,2,0.63,0.495,0.16,1.093,0.497,0.221,0.315,12
2590,1,0.325,0.24,0.075,0.152,0.065,0.0305,0.045,6
2591,1,0.515,0.39,0.125,0.5705,0.238,0.1265,0.185,8
2592,2,0.475,0.36,0.14,0.5135,0.241,0.1045,0.155,8
2593,0,0.71,0.54,0.205,1.5805,0.802,0.287,0.435,10
2594,2,0.585,0.46,0.145,0.9335,0.478,0.1825,0.235,9
2595,2,0.535,0.435,0.15,0.7170000000000001,0.3475,0.1445,0.1939999999999999,9
2596,1,0.365,0.265,0.085,0.213,0.0945,0.049,0.06,7
2597,2,0.57,0.455,0.175,1.02,0.4805,0.2145,0.29,9
2598,1,0.47,0.365,0.1,0.411,0.175,0.0855,0.135,8
2599,2,0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41,19
2600,0,0.605,0.485,0.165,1.0105,0.435,0.209,0.3,19
2601,2,0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,12
2602,1,0.415,0.31,0.095,0.311,0.1125,0.0625,0.115,8
2603,1,0.46,0.35,0.1,0.471,0.252,0.077,0.123,8
2604,2,0.44,0.325,0.115,0.39,0.163,0.087,0.113,7
2605,2,0.35,0.265,0.09,0.2255,0.0995,0.0485,0.07,7
2606,0,0.535,0.415,0.17,0.879,0.295,0.1965,0.285,10
2607,1,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,9
2608,1,0.385,0.28,0.125,0.244,0.102,0.038,0.085,6
2609,1,0.425,0.31,0.095,0.3505,0.1645,0.071,0.1,8
2610,2,0.53,0.425,0.155,0.7905,0.307,0.171,0.2595,9
2611,1,0.625,0.465,0.155,0.972,0.4039999999999999,0.1845,0.35,14
2612,0,0.475,0.39,0.12,0.5305,0.2135,0.1155,0.17,10
2613,0,0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,10
2614,2,0.44,0.335,0.11,0.3939999999999999,0.157,0.096,0.122,9
2615,1,0.35,0.25,0.075,0.1695,0.0835,0.0355,0.0409999999999999,6
2616,1,0.35,0.265,0.08,0.192,0.081,0.0465,0.053,6
2617,0,0.53,0.405,0.13,0.6355,0.2635,0.1565,0.185,9
2618,1,0.315,0.245,0.085,0.1435,0.053,0.0475,0.05,8
2619,0,0.485,0.37,0.115,0.4785,0.1995,0.0955,0.129,7
2620,2,0.68,0.53,0.205,1.496,0.5825,0.337,0.465,14
2621,0,0.72,0.55,0.2,1.9965,0.9035,0.469,0.5215,10
2622,2,0.55,0.435,0.11,0.8059999999999999,0.3415,0.203,0.215,9
2623,0,0.48,0.405,0.13,0.6375,0.2769999999999999,0.1445,0.21,10
2624,0,0.725,0.565,0.21,2.1425,1.03,0.487,0.503,14
2625,2,0.625,0.48,0.17,1.3555,0.6709999999999999,0.268,0.3385,10
2626,1,0.49,0.4,0.135,0.624,0.3035,0.1285,0.1689999999999999,8
2627,0,0.435,0.32,0.12,0.3785,0.152,0.0915,0.125,11
2628,0,0.62,0.485,0.175,1.271,0.531,0.3075,0.37,11
2629,0,0.645,0.515,0.175,1.546,0.7035,0.365,0.415,10
2630,2,0.625,0.52,0.175,1.4105,0.691,0.322,0.3465,10
2631,1,0.55,0.445,0.145,0.7829999999999999,0.3045,0.157,0.265,11
2632,1,0.42,0.31,0.1,0.2865,0.115,0.0735,0.085,8
2633,1,0.575,0.445,0.16,0.9175,0.45,0.1935,0.24,9
2634,2,0.275,0.205,0.07,0.094,0.0335,0.02,0.0325,5
2635,0,0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655,9
2636,1,0.285,0.225,0.07,0.1005,0.0425,0.0185,0.035,7
2637,2,0.54,0.41,0.145,0.989,0.2815,0.213,0.355,19
2638,1,0.52,0.405,0.14,0.6765,0.2865,0.146,0.205,15
2639,2,0.6,0.465,0.2,1.259,0.6405,0.1985,0.357,9
2640,2,0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535,10
2641,0,0.685,0.565,0.175,1.638,0.7775,0.375,0.4379999999999999,11
2642,2,0.575,0.455,0.185,1.156,0.5525,0.243,0.295,13
2643,1,0.405,0.305,0.1,0.271,0.0965,0.061,0.091,7
2644,2,0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,9
2645,1,0.46,0.34,0.09,0.384,0.1795,0.068,0.11,8
2646,2,0.55,0.385,0.13,0.7275,0.3429999999999999,0.1625,0.19,8
2647,0,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127,6
2648,1,0.68,0.53,0.185,1.1095,0.439,0.245,0.34,10
2649,2,0.635,0.51,0.155,0.986,0.405,0.2255,0.31,10
2650,2,0.645,0.51,0.155,1.539,0.6405,0.3585,0.43,11
2651,1,0.345,0.255,0.095,0.183,0.075,0.0385,0.06,6
2652,2,0.605,0.47,0.115,1.114,0.3925,0.291,0.31,15
2653,2,0.57,0.435,0.17,0.873,0.382,0.183,0.2705,10
2654,1,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545,10
2655,0,0.58,0.425,0.155,0.873,0.3615,0.249,0.239,10
2656,1,0.29,0.215,0.065,0.0985,0.0425,0.021,0.031,5
2657,1,0.455,0.34,0.115,0.486,0.261,0.0655,0.1315,8
2658,1,0.4,0.315,0.09,0.3245,0.151,0.073,0.088,8
2659,0,0.675,0.555,0.205,1.925,0.713,0.358,0.4535,13
2660,0,0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245,8
2661,1,0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365,9
2662,0,0.38,0.305,0.105,0.281,0.1045,0.0615,0.09,12
2663,0,0.57,0.44,0.14,0.9535,0.3785,0.201,0.305,17
2664,1,0.58,0.42,0.14,0.701,0.3285,0.102,0.2255,9
2665,1,0.295,0.22,0.07,0.1365,0.0575,0.0295,0.035,6
2666,2,0.65,0.51,0.175,1.155,0.4955,0.2025,0.385,12
2667,1,0.385,0.29,0.1,0.2575,0.1,0.061,0.086,6
2668,1,0.575,0.44,0.125,0.8515,0.4555,0.1715,0.1965,9
2669,2,0.64,0.505,0.18,1.297,0.59,0.3125,0.363,11
2670,2,0.495,0.385,0.135,0.6335,0.2,0.1225,0.26,14
2671,0,0.59,0.455,0.15,0.976,0.465,0.2055,0.2765,10
2672,1,0.405,0.31,0.09,0.312,0.138,0.06,0.087,8
2673,0,0.455,0.355,0.12,0.4495,0.177,0.104,0.15,9
2674,0,0.635,0.505,0.17,1.415,0.605,0.297,0.365,15
2675,2,0.55,0.44,0.16,0.985,0.4645,0.201,0.27,8
2676,2,0.65,0.525,0.19,1.6125,0.777,0.3685,0.3965,11
2677,1,0.585,0.45,0.15,0.8915,0.3975,0.2035,0.253,8
2678,2,0.625,0.49,0.12,0.8765,0.456,0.18,0.233,10
2679,0,0.49,0.36,0.11,0.5005,0.161,0.107,0.195,17
2680,2,0.575,0.47,0.185,0.985,0.3745,0.2175,0.355,10
2681,0,0.5,0.375,0.115,0.5945,0.185,0.148,0.19,11
2682,1,0.255,0.195,0.055,0.0725,0.0285,0.017,0.021,4
2683,2,0.59,0.47,0.15,0.9955,0.481,0.2319999999999999,0.24,8
2684,2,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237,8
2685,0,0.5,0.4,0.14,0.6615,0.2565,0.1755,0.22,8
2686,0,0.63,0.49,0.17,1.2155,0.4625,0.2045,0.3105,10
2687,0,0.67,0.53,0.225,1.5615,0.63,0.487,0.3725,11
2688,2,0.62,0.46,0.17,1.127,0.535,0.2635,0.296,7
2689,0,0.43,0.325,0.12,0.445,0.165,0.0995,0.155,8
2690,0,0.64,0.49,0.18,1.36,0.653,0.347,0.305,9
2691,0,0.605,0.475,0.175,1.0759999999999998,0.4629999999999999,0.2195,0.335,9
2692,0,0.68,0.56,0.195,1.7775,0.861,0.322,0.415,11
2693,2,0.515,0.4,0.125,0.955,0.341,0.2535,0.26,13
2694,2,0.695,0.53,0.19,1.726,0.7625,0.436,0.455,11
2695,2,0.68,0.54,0.19,1.6230000000000002,0.7165,0.354,0.4715,12
2696,1,0.225,0.17,0.07,0.0565,0.024,0.013,0.016,4
2697,2,0.35,0.255,0.08,0.1915,0.08,0.0385,0.063,9
2698,0,0.485,0.4,0.155,0.731,0.236,0.183,0.255,11
2699,1,0.2,0.155,0.04,0.0435,0.0155,0.009,0.0069999999999999,4
2700,0,0.5,0.395,0.15,0.7145,0.3235,0.173,0.195,9
2701,0,0.575,0.42,0.19,1.764,0.914,0.377,0.4095,10
2702,1,0.405,0.3,0.085,0.3035,0.15,0.0505,0.088,7
2703,2,0.42,0.34,0.115,0.4215,0.175,0.093,0.135,8
2704,2,0.32,0.24,0.085,0.17,0.0655,0.047,0.049,7
2705,0,0.655,0.53,0.19,1.4280000000000002,0.493,0.318,0.565,18
2706,2,0.37,0.265,0.075,0.214,0.09,0.051,0.07,6
2707,2,0.625,0.495,0.18,1.0815,0.4715,0.254,0.3135,10
2708,0,0.74,0.6,0.195,1.974,0.598,0.4085,0.71,16
2709,0,0.49,0.38,0.13,0.539,0.2289999999999999,0.1355,0.165,12
2710,0,0.47,0.36,0.13,0.472,0.182,0.114,0.15,10
2711,0,0.55,0.445,0.155,0.9905,0.544,0.178,0.218,9
2712,2,0.555,0.46,0.16,0.86,0.3345,0.1935,0.275,10
2713,1,0.36,0.26,0.09,0.1785,0.0645,0.037,0.075,7
2714,1,0.55,0.425,0.15,0.8059999999999999,0.376,0.171,0.245,14
2715,1,0.45,0.335,0.095,0.3505,0.1615,0.0625,0.1185,7
2716,1,0.555,0.395,0.13,0.5585,0.222,0.1245,0.17,9
2717,0,0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995,9
2718,1,0.185,0.135,0.04,0.027,0.0105,0.0055,0.009,5
2719,1,0.545,0.43,0.14,0.687,0.2615,0.1405,0.25,9
2720,0,0.72,0.575,0.18,1.6705,0.732,0.3605,0.501,12
2721,2,0.515,0.385,0.11,0.5785,0.253,0.16,0.14,8
2722,0,0.595,0.465,0.15,0.98,0.4115,0.196,0.2255,10
2723,2,0.57,0.44,0.095,0.8270000000000001,0.3395,0.2215,0.235,8
2724,0,0.52,0.395,0.18,0.64,0.158,0.11,0.245,22
2725,1,0.28,0.21,0.085,0.1065,0.039,0.0295,0.03,4
2726,1,0.43,0.325,0.1,0.3645,0.1575,0.0825,0.105,7
2727,0,0.565,0.44,0.155,0.9395,0.4275,0.214,0.27,12
2728,2,0.74,0.595,0.19,2.3235,1.1495,0.5115,0.505,11
2729,2,0.65,0.52,0.155,1.368,0.6185,0.288,0.365,9
2730,2,0.505,0.4,0.125,0.77,0.2735,0.159,0.255,13
2731,1,0.545,0.435,0.135,0.7715,0.372,0.148,0.2269999999999999,8
2732,0,0.5,0.38,0.155,0.655,0.2405,0.143,0.205,17
2733,0,0.61,0.475,0.16,1.1155,0.3835,0.223,0.379,10
2734,0,0.72,0.58,0.195,2.103,1.0265,0.48,0.5375,10
2735,0,0.615,0.5,0.165,1.1765,0.488,0.244,0.345,17
2736,1,0.455,0.35,0.13,0.4725,0.215,0.0745,0.15,9
2737,0,0.565,0.455,0.175,1.013,0.342,0.207,0.35,19
2738,0,0.585,0.455,0.165,0.998,0.345,0.2495,0.315,12
2739,1,0.395,0.3,0.12,0.2995,0.1265,0.068,0.0895,8
2740,1,0.375,0.275,0.09,0.238,0.1075,0.0545,0.07,6
2741,2,0.525,0.415,0.135,0.7945,0.3939999999999999,0.1889999999999999,0.2019999999999999,7
2742,0,0.47,0.365,0.12,0.5429999999999999,0.2295,0.1495,0.15,9
2743,0,0.58,0.45,0.17,0.9705,0.4615,0.2319999999999999,0.248,9
2744,0,0.66,0.525,0.16,1.277,0.4975,0.319,0.3939999999999999,13
2745,0,0.43,0.325,0.115,0.3865,0.1475,0.1065,0.11,11
2746,0,0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21,13
2747,1,0.35,0.27,0.09,0.2055,0.075,0.0575,0.062,6
2748,2,0.45,0.35,0.13,0.46,0.174,0.111,0.135,8
2749,0,0.635,0.515,0.19,1.3715,0.5065,0.305,0.45,10
2750,0,0.305,0.225,0.07,0.1485,0.0585,0.0335,0.045,7
2751,1,0.29,0.21,0.07,0.1115,0.048,0.0205,0.03,5
2752,0,0.63,0.48,0.165,1.2615,0.5505,0.2769999999999999,0.3885,10
2753,1,0.425,0.315,0.095,0.3675,0.1865,0.0675,0.0985,7
2754,2,0.735,0.59,0.225,1.756,0.637,0.3405,0.58,21
2755,2,0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065,9
2756,2,0.54,0.455,0.14,0.972,0.419,0.255,0.2689999999999999,10
2757,2,0.605,0.475,0.19,1.1255,0.59,0.247,0.26,10
2758,0,0.605,0.47,0.155,0.974,0.3929999999999999,0.2239999999999999,0.3345,9
2759,2,0.67,0.52,0.175,1.4755,0.6275,0.379,0.374,10
2760,1,0.235,0.175,0.055,0.067,0.027,0.0125,0.018,6
2761,1,0.33,0.25,0.105,0.1715,0.0655,0.035,0.06,7
2762,2,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239,8
2763,2,0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15,8
2764,2,0.56,0.45,0.155,0.9125,0.3595,0.271,0.35,10
2765,1,0.235,0.175,0.065,0.0615,0.0205,0.02,0.019,6
2766,1,0.51,0.405,0.135,0.769,0.3655,0.1585,0.18,7
2767,0,0.435,0.35,0.105,0.4195,0.1939999999999999,0.1005,0.13,7
2768,0,0.525,0.415,0.14,0.7240000000000001,0.3475,0.173,0.175,8
2769,2,0.57,0.44,0.175,0.9415,0.3805,0.2285,0.283,9
2770,2,0.6,0.48,0.175,1.229,0.4125,0.2735,0.415,13
2771,1,0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05,13
2772,2,0.7,0.525,0.175,1.7585,0.8745,0.3615,0.47,10
2773,2,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,18
2774,2,0.625,0.48,0.16,1.2415,0.6575,0.2625,0.2785,9
2775,0,0.6,0.48,0.17,1.056,0.4575,0.2435,0.3135,10
2776,1,0.32,0.205,0.08,0.181,0.088,0.034,0.0495,5
2777,2,0.59,0.46,0.155,0.906,0.327,0.1485,0.335,15
2778,2,0.695,0.53,0.15,1.477,0.6375,0.3025,0.43,14
2779,2,0.595,0.46,0.17,1.1295,0.57,0.2555,0.265,10
2780,0,0.64,0.505,0.19,1.2355,0.4435,0.3105,0.365,14
2781,2,0.635,0.51,0.185,1.308,0.544,0.318,0.377,8
2782,2,0.585,0.475,0.15,1.065,0.5315,0.1989999999999999,0.2885,10
2783,1,0.54,0.405,0.15,0.7585,0.307,0.2075,0.19,10
2784,0,0.53,0.425,0.15,0.8495,0.3279999999999999,0.2319999999999999,0.2019999999999999,8
2785,2,0.54,0.42,0.19,0.6855,0.293,0.163,0.38,10
2786,2,0.58,0.43,0.13,0.7979999999999999,0.365,0.173,0.2285,10
2787,0,0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335,12
2788,2,0.585,0.45,0.175,1.1275,0.4925,0.262,0.335,11
2789,0,0.515,0.425,0.14,0.7659999999999999,0.304,0.1725,0.255,14
2790,1,0.3,0.23,0.085,0.1169999999999999,0.05,0.0175,0.0415,6
2791,1,0.365,0.27,0.105,0.2155,0.0915,0.0475,0.063,6
2792,2,0.625,0.485,0.16,1.2135,0.631,0.2235,0.302,9
2793,1,0.47,0.4,0.16,0.51,0.1615,0.073,0.198,14
2794,1,0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,10
2795,2,0.615,0.51,0.15,1.296,0.545,0.3315,0.32,9
2796,1,0.495,0.4,0.145,0.578,0.2545,0.1305,0.1645,8
2797,0,0.645,0.515,0.15,1.212,0.515,0.2055,0.385,10
2798,0,0.65,0.535,0.175,1.2895,0.6095,0.2765,0.344,10
2799,2,0.615,0.525,0.155,1.1375,0.367,0.236,0.37,20
2800,1,0.35,0.235,0.08,0.17,0.0725,0.0465,0.0495,7
2801,2,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,10
2802,1,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3
2803,0,0.505,0.41,0.135,0.657,0.291,0.133,0.195,15
2804,1,0.3,0.22,0.08,0.121,0.0475,0.042,0.035,5
2805,1,0.525,0.39,0.12,0.664,0.3115,0.147,0.178,9
2806,0,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,11
2807,1,0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16,7
2808,1,0.525,0.4,0.11,0.6275,0.3015,0.126,0.18,8
2809,1,0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,9
2810,1,0.3,0.23,0.095,0.1385,0.0559999999999999,0.0365,0.037,6
2811,0,0.605,0.475,0.175,1.382,0.609,0.2325,0.3985,10
2812,2,0.59,0.455,0.16,1.09,0.5,0.2215,0.292,9
2813,1,0.57,0.45,0.135,0.794,0.3815,0.1415,0.245,8
2814,1,0.585,0.475,0.16,1.0505,0.48,0.2339999999999999,0.285,10
2815,0,0.36,0.265,0.09,0.2065,0.078,0.057,0.06,8
2816,0,0.475,0.4,0.115,0.541,0.186,0.1025,0.21,13
2817,2,0.505,0.4,0.15,0.775,0.3445,0.157,0.185,7
2818,0,0.625,0.42,0.165,1.0595,0.358,0.165,0.445,21
2819,2,0.55,0.45,0.175,1.0985,0.3765,0.215,0.4,14
2820,2,0.53,0.405,0.15,0.8315,0.352,0.187,0.2525,10
2821,1,0.57,0.435,0.17,0.848,0.4,0.166,0.25,9
2822,0,0.64,0.54,0.175,1.571,0.627,0.271,0.475,18
2823,0,0.515,0.4,0.17,0.7959999999999999,0.258,0.1755,0.28,16
2824,0,0.58,0.45,0.155,0.93,0.385,0.246,0.265,9
2825,1,0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645,6
2826,0,0.62,0.48,0.165,1.043,0.4835,0.221,0.31,10
2827,2,0.56,0.45,0.185,1.07,0.3805,0.175,0.41,19
2828,2,0.6,0.46,0.15,1.247,0.5335,0.2735,0.29,9
2829,1,0.47,0.36,0.13,0.5225,0.198,0.1065,0.165,9
2830,2,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,11
2831,2,0.62,0.48,0.16,1.0765,0.412,0.253,0.3,13
2832,2,0.49,0.38,0.14,0.6385,0.2305,0.142,0.195,13
2833,0,0.51,0.34,0.18,0.7005,0.312,0.165,0.2,11
2834,2,0.5,0.38,0.155,0.66,0.2655,0.1365,0.215,19
2835,0,0.66,0.5,0.165,1.1905,0.4585,0.298,0.37,12
2836,2,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,11
2837,2,0.76,0.605,0.215,2.173,0.8009999999999999,0.4915,0.6459999999999999,13
2838,0,0.72,0.575,0.215,2.1,0.8565,0.4825,0.602,12
2839,0,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,12
2840,2,0.58,0.455,0.13,0.852,0.41,0.1725,0.225,8
2841,2,0.32,0.24,0.08,0.18,0.08,0.0385,0.055,6
2842,2,0.605,0.475,0.16,1.616,0.5495,0.332,0.34,18
2843,1,0.28,0.21,0.065,0.111,0.0425,0.0285,0.03,6
2844,2,0.565,0.415,0.125,0.667,0.302,0.1545,0.185,7
2845,1,0.4,0.315,0.085,0.2675,0.1159999999999999,0.0585,0.0765,6
2846,2,0.61,0.48,0.165,1.2435,0.5575,0.2675,0.372,8
2847,1,0.595,0.43,0.165,0.9845,0.4525,0.207,0.2725,8
2848,0,0.63,0.475,0.15,1.172,0.536,0.254,0.316,11
2849,0,0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,9
